"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"NK-22wTQUzAxxgEF2PmNsNoeQ","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED WUJI COUNTY BRANCH","","","cn","4 / F, PROPERTY BUILDING, LUYIN SHUI 'AN COMMUNITY, NO. 4-102, WEST HOPE ROAD, WUJI COUNTY, SHIJIAZHUANG CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-23KkjXHEZQdFPHMmJ5tWK7","LegalEntity","GANZHOU JIDA CONSTRUCTION ENGINEERING CO., LTD.","","","cn","4TH FLOOR, NO. 37, FENGSHUTANG, HENGLING VILLAGE, FENGGANG TOWN, GANZHOU ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE, GANZHOU CITY, JIANGXI, China","","Controlled Affiliate of a Sanctioned Entity - 2023-05-02 - 2026-05-01","","","","WorldBank Debarred Providers","2023-05-03T00:16:27","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-23b3kRvzCbHUvJuMdwZ2nw","LegalEntity","NÉSTOR ALFREDO DOMÍNGUEZ HERNÁNDEZ","","","gt","47 CALLE 12-26, ZONA 12, -CIUDAD DE GUATEMALA, Guatemala","","Cross Debarment: IDB - 2025-03-27 - 2026-08-16","","","","WorldBank Debarred Providers","2025-03-28T15:03:06","2026-03-23T15:03:02","2025-03-28T15:03:06"
"NK-29SdyPxqz8BYDabuTWJuM8","LegalEntity","BRANCH OF CANADA CONSTRUCTION COOPERATION LIMITED","","","kh","PHUM 6, TUAI SVAY PREY MUOY, CHAMKAR MON, PHNOM PENH, Cambodia;PHUM SANSAM KASAL 1, BOENG TUMPUN, MEAN CHEY, PHNOM PENH 12351, Cambodia;PHUM SANSAM KOSAL 1, BOENG TUMPUN, MEAN CHEAY, PHNOM PENH, 12351, Cambodia","","Cross Debarment: ADB - 2022-06-13 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2AXWbkwC6ncCYtrgsaKdXi","LegalEntity","GRASCO COMPANY","","","cg","SIS NO. 1293 MAMPIRIR, BATIGNOLLES, BRAZZAVILLE, Congo, Republic of","","Procurement Guidelines, 1.15(a)(ii) - 2012-06-18 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2CSC78M2g25kys7PLpte6D","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED CONSTRUCTION INSTALLATION B","","","cn","ROOM 205, CENTRAL HEATING OFFICE BUILDING, NO.169 AIMIN WEST ROAD, ANCHI DISTRICT, LANGFANG CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2FfDiUurFp2E6mKMsZsEtX","LegalEntity","ASSOCIATION ""HIDROSTROITEL""","","","tj","KARIM DEVONA STREET 59, HISSAR RAYON, SHARORA DISTRICT, Tajikistan","","Procurement Guidelines, 1.15(a)(ii) - 2011-11-21 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2LttygN6CpgZpHETkjvqhX","LegalEntity","GLOBAL TECHNOLOGY SOLUTIONS, INC.","","","us","CHICAGO, United States","","Sanctions Procedures 9.04(a) - 2010-04-01 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2Q89y5ADepsEav9AK8atvW","LegalEntity","SOMSAVANH CHALEUN CONSTRUCTION CO., LTD.","","","la","PHONSAVANH VILLAGE, PAKSE DISTRICT, CHAMPASAK PROVINCE, Lao People's Democratic Republic","","Cross Debarment: ADB - 2022-11-01 - 2027-07-13","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2QN9tGCGoY37fQtqw9Nnnb","LegalEntity","CONSTRUTORA COESA S.A. - SUCURSAL HONDURAS","","","hn","EDIFFCIO METROPOLIS, AT BOULEVARD SUYAPA, N. 21602, 21603, 21604 E 21605, TEGUCIGALPA CITY, Honduras","","Cross Debarment: IDB - 2022-03-18 - 2026-07-15","","","","WorldBank Debarred Providers","2025-09-25T15:03:01","2026-03-23T15:03:02","2025-09-25T15:03:01"
"NK-2Rj5g2f5e5cyCfLxYXYaV5","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED CHENGDE CONCRETE BRANCH","","","cn","SHIMENGOU VILLAGE, DASHIMIAO TOWN, CHENGDE CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2Rz73jHudQPhpRFFhmoaKo","LegalEntity","D.A. CONSTRUCTION LIMITED","","","ng","HOUSE NO. 1, 114 ROAD, OFF II ROAD, 1ST AVENUE (A.P. FILLING STATION END), GWARINPA II, P.O. BOX 4824, GARKI, ABUJA, Nigeria","","Procurement Guidelines, 1.14(a)(ii) - 2014-05-06 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2Ufqb8brAxJ3uCgank8YZN","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED SHANHAIGUAN BRANCH","","","cn","NO 21, TAICHANG ROAD, SHANHAIGUAN DISTRICT, QINHUANGDAO CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2ZpPTZzN7zKDmyq79Q2z8d","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED BEIJING NO 9 BRANCH","","","cn","NO 2, AIRPORT EAST ROAD, NATIONAL BUSINESS DISTRICT, SHUNYI DISTRICT, BEIJING, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2avBeLqYrgQ8jJjMvjURYb","LegalEntity","EGIS COLOMBIA S.A.S.","","","co","CALLE 75# 13-51 PISO 6, 110221 BOGOTA DC, Colombia","","Cross Debarment: IDB - 2024-02-02 - 2027-01-02","","","","WorldBank Debarred Providers","2024-02-03T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2eZrpUBoqTBzggeQ4jTnUS","LegalEntity","NORTEX LINK LLP","","","kz","Kazakhstan, ALMATY, 050060, 60A ZHANDOSOV STREET, OFFICE 406, BOSTANDYK DISTRICT","","Procurement Guidelines, 1.14(a)(iii) and 1.14(a)(v) - 2018-01-05 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2hx7DYfG2zZHuyvuWPrhe9","LegalEntity","SUGDIYON-1 CO. LTD.","","","tj","163 KHAKHRINAU STREET, GARAUTY SETTLEMENT, DZHILIKUL DISTRICT, KHATLON PROVINCE, Tajikistan","","Sanctions Procedures sec. 9.04(c) - 2015-09-24 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2iKEELFDBHwcocAgD7JwCJ","LegalEntity","MR. EFE MICHAEL UDUMEBRAYE","","","ng","NO. 1 ERHURHIE STREET, EKIUGBO, UGHELLI, DELTA STATE, Nigeria","","Procurement Guidelines, 1.16(a)(i) - 2018-12-13 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2jv92YEFuGNitPBmiGSnpA","LegalEntity","MR. UGOCHUKWU EZEH","","","ng","KM 3, ABAKALIKI EXPRESSWAY, ENUGU, Nigeria","","January 2011 Procurement Guidelines, Paragraph 1.16(a)(ii) - 2020-02-03 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2q8m6P24jB2ajGonGyBY8Y","LegalEntity","BOFRA S.A.R.L.","","","cg","101 RUE GÉNÉRAL TESTARD, BRAZZAVILLE, Congo, Republic of","","Procurement Guidelines, 1.15(a)(ii) - 2012-06-18 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2wXTJgrY2hRETxVt7Cm3UA","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED DINGZHOU BRANCH","","","cn","ROOM 2503, 25 / F, XIANGJIANG BUILDING, ZHONGXING WEST ROAD, DINGZHOU CITY, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2xeqhxppK7G6Mun4jpnk4Q","LegalEntity","MR. AMIR UDDIN SHAH","","","pk","ARAA GANDI UMAR KHAN ROAD, HIKMAT ABAD, D.I. KHAN, Pakistan;SUNAHRI PLAZA, NOOR ELECTRICAL, TOOPO WALA, D.I. KHAN, Pakistan","","Cross Debarment: ADB - 2022-11-08 - 2028-07-13","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-2zhuQZPL9UgzEzzCwLeTLo","LegalEntity","RELIABLE MOTOR LTD.","","","lc","SAN SOUCI, CASTRIES ST. LUCIA. BONNE TERRE, P.O. BOX 1865, GRIS ISLET, St. Lucia","","Controlled Affiliate of a Sanctioned Entity. - 2025-06-17 - 2026-12-16","","","","WorldBank Debarred Providers","2025-06-18T15:03:04","2026-03-23T15:03:02","2025-06-18T15:03:04"
"NK-3CXMAFhT5G95pW78PHaF2i","LegalEntity","EXODE TRAVEL","","","cd","AVENUE DES MILITANTS, NO. 5 AEROPORT DE N’DOLO, KINSHASA, Congo, Democratic Republic of","","Procurement Guidelines, 1.14 (a)(ii) and 1.16(a)(ii) - 2019-11-05 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3DuYqiHDsQRkfSYuwqEE8X","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED TENGCHONG SHITOUSHAN BRANCH","","","cn","NO. 2, BUILDING 28, MAOJIAYING TENGCHONG XINGHUA INTERNATIONAL LOGISTICS TRADE CITY, DONGPING COMMUNITY, ZHONGHE TOWN, TENGCHONG CITY, BAOSHAN CITY, YUNNAN PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3H8RV8poMG7vXoRvsdpGWA","LegalEntity","CONSTRUCTORA CONSTRUSAND S.R.L.","","","bo","CALLE BUENOS AIRES # 141, EDIFICIO SANDOVAL, PISO 1, OFICINA 1, ZONA: B/25 DE DECIEMBRE, MONTERO – SANTA CRUZ, Bolivia","","Procurement Guidelines, 1.15(a)(ii) - 2014-02-14 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3J4ZZhMXVrBXwDHgV9e6sS","LegalEntity","MS GAYATRI CONSTRUCTION","","","in","SHOP NO. 14, SHRI GANESH PLAZA, PHASE – 1, KHANDA COLONY,NEW PANWEL, NAVI MUMBAI -, India","","Procurement Guidelines, 1.14(a)(ii) - 2015-06-16 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3NK9V5QyD9R7Bzek8kqYiW","LegalEntity","U&R CONSTRUCCIONES S.A. DE C.V.","","","sv","-, El Salvador","","Cross Debarment: IDB - 2023-01-13 - 2029-12-12","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3Pc4m5RwTsu85ee25EL9d5","LegalEntity","SERVICIOS INDUSTRIALES EN CONSTRUCCIÓN DE METALMÉCANICA Y PETROLERAS ""SICOMETP""","","","bo","CALLE EL CAFETAL NO. 77, ZONA BARRIO EL BAJIO KM. 6, DOBLE VIA LA GUARDIA, SANTA CRUZ DE LA SIERRA, Bolivia","","2004 Procurement Guidelines 1.14(a)(iii) - 2011-10-25 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3PwhXb2GcZ6yeBRPcTnVng","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED WENZHOU BRANCH","","","cn","7TH FLOOR, NO.2 JINGCHUAN MIDDLE ROAD, SHUITOU TOWN, PINGYANG COUNTY, WENZHOU CITY, ZHEJIANG PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3QAMNDiQGpXLWBiqFzV4NK","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED ZHENJIANG BRANCH","","","cn","SME ENTREPRENEURSHIP PARK, NO 300, GANGNAN ROAD, NEW DISTRICT, ZHENJIANG CITY, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3RqGjn7pkceFr6Ymc7DuPW","LegalEntity","J.M. COMÉRCIO DE EQUIPAMENTOS LTDA (CURRENTLY D/B/A PICK UP CAR AUTO PEÇAS","PICK UP CAR AUTO PEÇAS","","br","AVENIDA GUAJAJARAS, 221 – LJ 4 BAIRRO TIRIRICAL, SÃO LUIS – MARANHÃO -, Brazil","","Procurement Guidelines, 1.15(a)(ii) - 2012-11-06 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3Z4qBxj346NNDrcrkEhRq5","LegalEntity","SUGDIYON LIMITED LIABILITY COMPANY","","","tj","163 KHAKHRINAU STREET, GARAUTY SETTLEMENT, DZHILIKUL DISTRICT, KHATLON PROVINCE, Tajikistan","","Procurement Guidelines, 1.15(a)(ii) - 2012-01-04 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3cGPhComqt9dBm6pPRXHyM","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED SHIJIAZHUANG ARCHITECTURAL","","","cn","ROOM 2-811, WANDA PLAZA BUSINESS COMPLEX BUILDING, NO 123, HUAIAN EAST ROAD, YUHUA DISTRICT, SHIJIAZHUANG CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3djxyHbkKwv9SmoPGz3j3S","LegalEntity","ABDULHAMIT ADEMHAN","","","tr","DICLEKENT MAHALLESI 625, SOK CENTRO PLAZA 2A/BLOK NO. 28, KAYAPINAR, DIYARBAKIR, Turkiye","","Cross Debarment: ADB - 2021-11-22 - 2999-12-31","","","","WorldBank Debarred Providers","2025-09-06T15:03:01","2026-03-23T15:03:02","2025-09-06T15:03:01"
"NK-3e5mHawrCfJCzuRgMBBoHX","LegalEntity","NOVOLINE RESOURCES L.P.","","","gb","OFFICE 1, 145 KILMARNOCK ROAD, GLASGOW, G41 3JA, SCOTLAND, United Kingdom","","2016 Procurement Regulations, sub-paragraph 2.2 a(ii) of Annex IV - 2020-11-30 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3eg3nHWWzzbAgqD3DNMCiH","LegalEntity","MAURENCE ANGUH","","","us","40 E. CHICAGO AVENUE # 200, CHICAGO, United States","","Consultant Guidelines 1.22(a)(ii), 1.25(a)(ii) - 2010-04-01 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3tVDYk7Gp7GDUErF9g8oHr","LegalEntity","MR. MOUSA MAHDI MAKAWI","","","iq","AL KAZIMIYAH, ABDUL MOHSEN AL-KAZIMI SQUARE, DISTRICT: 411 SH/17, BUILDING: 20, BAGHDAD, Iraq","","Procurement Guidelines, 1.14(a)(ii) - 2013-01-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3w6d2xw9VkYCn4idAdisCA","LegalEntity","PROJECT CONSTRUCTION S.A.C.","","","pe","CALLE RICARDO ÁNGULO 834, URB. CORPAC-SAN ISIDRO, LIMA, Peru","","Procurement Guidelines, 1.14(a)(ii) - 2015-06-23 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3xPFhRxMR6TuXaxuhYmTrd","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED ETHIOPIA BRANCH","","","et","BOLE, 12 ADDIS ABABA, Ethiopia","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-3xyEzxXbDRprSk8JSAEekj","LegalEntity","ASSOCIATION MUHANDISON","","","tj","C/O MR. NASRIDDIN NASIMOV, NEMAT KORABOEV STREET, BLD-15, APT-1, DUSHANBE, Tajikistan","","Procurement Guidelines 1.15(a)(ii) - 2011-06-01 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-42iEZpsGTvLQ5FczV39MXW","LegalEntity","CONSTRUTORA COESA S.A. - SUCURSAL ARGENTINA","","","ar","AVENIDA ALICIA MOREAU DE JUSTO, N. 730, PISA 3, OFICINA 2, BUENOS AIRES, Argentina","","Cross Debarment: IDB - 2022-03-18 - 2026-07-15","","","","WorldBank Debarred Providers","2025-09-25T15:03:01","2026-03-23T15:03:02","2025-09-25T15:03:01"
"NK-44NrqjkxRiQ2G53SKnxV48","LegalEntity","ROYAL THAI GROUP CO., LTD.","","","th","NO. 119/57 VILLAGE NO. 11, HUAI YAI SUBDISTRICT, BANG LAMUNG DISTRICT, CHONBURI PROVINCE, Thailand","","Controlled Affiliate of a Sanctioned Individual - 2019-07-08 - 2999-12-31","","","","WorldBank Debarred Providers","2024-04-20T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-459nHxcg2syKYvoggBq5HD","LegalEntity","CABLE ANDINO INC.","","","bs","SASSOON HOUSE, SHIRLEY STREET & VICTORIA AVE. P.O. BOX SS-5383, NASSAU, Bahamas, The","","Cross Debarment: IDB - 2025-01-29 - 2035-12-18","","","","WorldBank Debarred Providers","2025-01-30T15:03:02","2026-03-23T15:03:02","2025-01-30T15:03:02"
"NK-46MeMUwrNsiaPXUzaVkaDc","LegalEntity","GFCC LLC","","","mn","2, BLDG. B8, KHOROO 1, CHINGELTEI DISTRICT, Mongolia","","Cross Debarment: EBRD - 2022-10-25 - 2026-07-24","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4CCPKu5ELqVQMyrGY6gJDK","LegalEntity","MODERN SERVIS MMC/MODERN SERVIZ MMC","","","az","AZ1021, SABAYIL DISTRICT, BADAMDAR BUILDING 9, APT. 17, BAKU, Azerbaijan","","Procurement Guidelines, 1.14(a)(iii) - 2014-12-30 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4DDgQkKCxVfGrwfQq9XzUF","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED FENGNAN BRANCH","","","cn","TANGSHAN FENGNAN ECONOMIC DEVELOPMENT ZONE, TANGSHAN CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4GTdpJYZ5naBB3x2csZ7Li","LegalEntity","HEBEI TIANKAI CONSTRUCTION ENGINEERING CO., LTD.","","","cn","O. 382, WEST DEVELOPMENT ROAD, QINGYUAN DISTRICT, BAODING CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4Ghm9fERgySKDZaw9vmyWV","LegalEntity","MR. MAYOR EJIRO HASTING","","","ng","NO. 12 UCHE OKONKWO ST., OFF DLA ROAD, ASABA, DELTA STATE, Nigeria","","Procurement Guidelines, 1.16(a)(ii), (iii) - 2020-04-21 - 2026-11-20","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4S25jM8y7jAD4Lrx4tV4uo","LegalEntity","OMRAB CANADA INC.","","","ca","2283 SAINT BOULEVARD, SUITE 201, ON K1G 5A2, OTTAWA, Canada","","Cross Debarment: EBRD - 2025-11-18 - 2026-11-27","","","","WorldBank Debarred Providers","2025-11-19T15:03:02","2026-03-23T15:03:02","2025-11-19T15:03:02"
"NK-4WLoRgkN4oePku8jdbTpYh","LegalEntity","MR. KHUDA DAD","","","pk","PLOT NO. 10205 RIGHT PORTION, MONDAHRA COLONY, GULSHAN-E-NAVEED, HUB TOWN LASBELA, BALOCHISTAN, Pakistan","","Procurement Guidelines, 1.15(a)(ii) - 2018-06-05 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4aSJAFRQbeX3qtLm9hJ7Ag","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED JINING BRANCH","","","cn","5F, BUILDING B, NEW TOWN DEVELOPMENT, XUZHUANG STREET, NORTH LAKE, JINING CITY, SHANDONG PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4dMjgu8ErtdGgY9JQUdqWF","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED FUJIAN BRANCH","","","cn","UNIT 1104, NO 167, TAPU EAST ROAD, SIMING DISTRICT, XIAMEN, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4exbALQF7EmTzAXeQGakxP","LegalEntity","MR. VICTOR NEEPLO","","","lr","VOA ROAD, BREWERVILLE, Liberia","","Corrupt and Collusive Practices - 2022-09-22 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4fBMKNgENVy6U8oSt3oaGR","LegalEntity","MS UDAY PRATAP SHARMA","","","in","A-46 GOVINDPURI, THATIPUR, GWALIOR 647401, MADHYA PRADESH -, India","","Procurement Guidelines, 1.14(a)(ii) - 2014-06-10 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4jjQheg8ifttKT3ktKKLFc","LegalEntity","ROSER VICENTE RUIZ","","","es","","","Cross Debarment: IDB - 2022-12-20 - 2032-11-13","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2023-04-20T12:18:15"
"NK-4m8ftunLr9fhEZUTXwLKzM","LegalEntity","GOL CHEVRE TECHNOLOGY ARCHITECTS MIMARLYK MUHENDSILIK INSHAAT TOURISM TEXTILE TEMIZLIK PROJE MUSHAVIRLIK LLC","","","ua","79005, LVIV REGION, SHEVCHENKO AVENUE, BUILDING 36, OFFICE 4, LVIV CITY, Ukraine","","Cross Debarment: EBRD - 2026-03-03 - 2029-11-11","","","","WorldBank Debarred Providers","2026-03-05T15:03:02","2026-03-23T15:03:02","2026-03-05T15:03:02"
"NK-4n3mrdY8DxYVvKXz3dySzJ","LegalEntity","CONSTRUCCIONES Y SERVICIOS MERUBIA","","","bo","KILOMETRO 6 DOBLE VIA LA GUARDIA, BARRIO EL BAJIO SUR, CALLE 16 DE JUNIO NO. 6810, SANTA CRUZ, Bolivia","","Procurement Guidelines, 1.14(a)(iii) - 2014-06-12 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4nT5rZWiR6LuzhpzZZTPcW","LegalEntity","SHAANXI TIANQIN JIANAN ENGINEERING CO., LTD.","","","cn","NO. 221-10, BUILDING 2, CHONGWEN TOWER SCENIC AREA, CHONGWEN TOWN, JINGHE NEW TOWN, XIXIAN NEW DISTRICT, SHAANXI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4unQRmTZ4zrTq4in4fuPbU","LegalEntity","EMMYWAYS ENGINEERING/CONSTRUCTION LIMITED","","","ug","HEAD OFFICE AT ANTAFIO BARIFA ROAD, PLOT 2 AYIVU CLOSE, P.O. BOX 1093, ARUA, Uganda","","Procurement Guidelines, 1.16(a)(ii) - 2019-06-18 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-4yrNRMvghUcuFHaqUQjKmq","LegalEntity","CARLOS ESTUARDO CABRERA","","","gt","3ª AVENIDA “A” 3-15, ZONA 1, -GUATEMALA CITY, Guatemala","","Cross Debarment: IDB - 2020-08-28 - 2033-07-27","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-52kRqsApvyJqn6gX4FEfyG","LegalEntity","MR. SUJIT DAS","","","lr","ADMINISTRATION MANAGER, CROSSWORDS LIMITED, UN DRIVE & RANDALL STREET JN., OPP. STELLA MARIS POLYTECHNIC, MONROVIA, Liberia","","Fraudulent & Obstructive Practices - 2021-06-08 - 2029-06-07","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-56vDCMvkV73EFk7Yizma2L","LegalEntity","CONSORCIO ROPRUCSA","","","pe","C/O ROPRUCSA CONTRATISTA GENERALES S.A., AV. NARANJAL NO. 543, URBANIZACION NARANJAL, DISTRITO DE LOS OLIVOS 39, LIMA, Peru;JR. CONDESUYO 549,A 3ER PISO, CERCADO DE LIMA, Peru","","Procurement Guidelines, 1.14(a)(ii) - 2016-02-05 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
