"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"NK-DbdZYC8WrJipvzuGV87gvb","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED NANJING BRANCH","","","cn","ROOM 809, NO 111, TIANSHENG ROAD, NANJING CHEMICAL INDUSTRY PARK, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-DdinxMnVYTD5VQL7P2uhV3","LegalEntity","PROGRESSIVE CONSTRUCTIONS LIMITED","","","in","7TH FLOOR, RAGHAVA NORTH BLOCK, RAGHAVA RATNA TOWERS, CHIRAG ALI LANE, ABIDS, HYDERABAD, 500 001, ANDHRA PRADESH -, India","","Procurement Guidelines, 1.14(a)(ii) - 2013-11-26 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-Ddu5d2QCizWeSC66CxKVBQ","LegalEntity","CARLOS ESTUARDO GARCIA BAUTISTA","","","gt","DIAGONAL 12, 10-61, ZONA 1, -QUETZALTENANGO, Guatemala","","Cross-debarment:  IDB - 2016-02-12 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-DeSSJ6GG2mkVV6LimteiDZ","LegalEntity","ARLADI GENERAL TRADING COMPANY LTD.","","","so","HQ-AFAR-IRDOD STREET, BAIDOA, BAY, Somalia, Federal Republic of","","Procurement Guidelines, 1.16(a)(ii), (iii) - 2020-11-03 - 2027-11-02","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2025-09-15T15:03:02"
"NK-Dfu3xx6KFEdUpJaMGS9UP8","LegalEntity","DENA RAHSAZ CONSTRUCTION CO. CJSC","","","ir","TEHRAN, NO. 3, 8TH ALLEY, BEYHAGHI BLVD., ARGENTINE SQ., Iran, Islamic Republic of","","Fraudulent Practice - 2022-04-01 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-DhXw5cgHoEtFAkGyDd2RiV","LegalEntity","ULIFE AMÉRICA CENTRAL S.A.","","","pa","","","Cross Debarment: IDB - 2022-04-19 - 2030-03-24","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2023-04-20T12:18:15"
"NK-Dkosp2yVGpdJSfgdBzvq2t","LegalEntity","MR. VAKHIDJAN ERGASHEV","","","kg","Kyrgyz Republic, 20 OKTYABARSKY STR., SUZAK VILLAGE, SUZAK DISTRICT, JALAL-ABAD REGION","","Procurement Guidelines, 1.15(a)(ii) - 2012-11-07 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-DtCD3LXetyHRkwSssrAz7a","LegalEntity","XCCG HIGHWAY PLANNING SURVEY AND DESIGN CO., LTD.","","","cn","ROOM 1405, BUILDING 1, URUMQI HI-TECH INDUSTRY DEVELOPMENT ZONE INNOVATION SERVICE CENTER, NO. 682 TIANJIN SOUTH ROAD, XINSHI, URUMQI, XINJIANG, China","","Controlled Affiliate of a Sanctioned Entity - 2024-01-30 - 2026-05-29","","","","WorldBank Debarred Providers","2024-01-31T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-DzbNFWNoeMEdjX4HLVEL8F","LegalEntity","ALAM & SONS GOVERNMENT CONTRACTOR & GENERAL ORDER SUPPLIER","","","pk","PLOT NO. 10205 RIGHT PORTION, MONDAHRA COLONY, GULSHAN-E-NAVEED, HUB TOWN LASBELA, BALOCHISTAN, Pakistan","","Procurement Guidelines, 1.15(a)(ii) - 2018-06-05 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-E7ek4HFSUXmZ8GXWMkVuFA","LegalEntity","MR.NORMAN BWURUK DIDAM","","","ng","12 LIBREVILE STREET, WUSE 2, ABUJA, Nigeria","","Fraudulent, Collusive and Corrupt Practices - 2025-01-15 - 2027-07-14","","","","WorldBank Debarred Providers","2025-01-16T15:03:03","2026-03-23T15:03:02","2025-01-16T15:03:03"
"NK-EAR43EqPWJNWn8Rpx6X4qz","LegalEntity","NREM INTERNATIONAL INC.","","","ca;cn","5914 GARTRELL ROAD, SUMMERLAND, BC V0H 1Z7, Canada;SUITE 1150, WORLD EXCHANGE PLAZA, 25 O’CONNOR STREET, OTTAWA, ONTARIO, K1P 1A4, Canada;SUITE 1402, YUFEI PLAZA, 42 DONGZHIMENWAI DAJIE, BEIJING, 100027, China","","Para. 1.22(a)(ii), May 2010 Consultant Guidelines - 2018-11-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EGecpbueWFKXFrPZnNEyJg","LegalEntity","SAMAJIK SANGHA (SS","","","bd","LAST KNOWN ADDRESS: HOUSE NO. 300, EIDGHA, ROAD NO. 8/A (NEW), WEST DHANMONDI, DHAKA-1209 -, Bangladesh","","Consultant Guidelines 1.25(a)(ii) - 2011-07-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EH3J29ryhik8u6Th4aJb3s","LegalEntity","MR. JAIME SALAZAR ESPINOZA","","","pe","C/O DESARROLLO CON INGENIERÍA CONTRATISTAS GENERALES S.A. (DISA-CGSA), CALLE SAN MARCOS NO. 508, URB. SAN ANTONIO, HUANCAYO, JUNIN, Peru","","Procurement Guidelines, 1.14(a)(ii) - 2016-12-27 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EJJ4j3NHyqvqaHs2A5KLLi","LegalEntity","LONGNAN WUZHE TUNNEL ENGINEERING CO., LTD.","","","cn","GENERAL OFFICE BUILDING NO. 3, MUNICIPAL CENTER, DONGJIANG NEW DISTRICT, DONGJIANG TOWN, WUDU DISTRICT, LONGNAN CITY, GANSU PROVINCE, China","","Controlled Affiliate of a Sanctioned Entity. - 2017-12-19 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EQBXynsiRwvdpdmhW5UHeZ","LegalEntity","AGUSTÍN OLIVARES GARRIGÓS","","","es","CALLE MURCIA 1, 13610 CAMPO DE CRIPTANA, CIUDAD REAL, Spain","","Cross Debarment: IDB - 2021-01-28 - 2029-12-22","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-ET7v7iZWKGsipNtedSXBiK","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED CHENGDE BRANCH","","","cn","1-2/F, WITHIN NORTHEAST OF CHENGDE DEVELOPMENT ZONE CHENGXIN FIBERGLASS CO., LTD. INTEGRATED OFFICE BUILDING, NO 12, CHENGDE DEVELOPMENT ZONE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EU3SyDzUywzyEYFU9LhTXJ","LegalEntity","CONSTRUCCIONES Y SERVICIOS DE MINERÍA CONSERMIN S.A.","","","ec","AV. INTEROCEANICA E28C, CENTRO COMERCIAL PASEO SAN FRANCISCO BLDG., OFFICE 8, QUITO, PICHINCHA, Ecuador","","Fraudulent Practice - 2023-04-06 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EUiKag477jY6W8brRp7WWe","LegalEntity","CENTER FOR ENVIRONMENTAL STUDIES AND MANAGEMENT, INC. (CESM","","","ph","SUITE 210, QUADSTAR BLDG. NO. 80 ORTIGAS AVENUE, GREENHILLS, SAN JUAN CITY, 1502, METRO MANILA, Philippines","","2006 Consultant Guidelines, para. 1.22(a)(ii) - 2017-06-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EbGpkbTXon3HKSkzeZCHjz","LegalEntity","MS. FAMY CARE LIMITED","","","in","BRADY HOUSE, 3RD FLOOR, 12/14, VEER NARIMAN ROAD, FORT, MUMBAI – 400 001 -, India","","Procurement Guidelines, 1.14(a)(ii) - 2017-05-23 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EbM9CAFQog94aBPxHYtikG","LegalEntity","TETRALINK TAYLOR & ASSOCIATES (RWANDA) LIMITED","","","ke","RE-INSURANCE PLAZA,8 FLOOR TAIFA ROAD, OPPOSITE HIGH COURT, NAIROBI, Kenya","","Cross Debarment: AfDB - 2026-01-13 - 2027-12-09","","","","WorldBank Debarred Providers","2026-01-13T15:03:02","2026-03-23T15:03:02","2026-01-13T15:03:02"
"NK-EdtsACVDjroWzkMRrNhn9s","LegalEntity","CABINET DE RECHERCHE, DE FORMATION ET D'EXPERTISE EN SANTÉ","","","cd","167, AVENUE NGUNGU, COMMUNE DE KINSHASA, KINSHASA, Congo, Democratic Republic of","","Consultant Guidelines 1.22(a)(ii) - 2011-07-13 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-Ek4m7cLUdtsDBjTPJF6mys","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED SHIJIAZHUANG HIGH TECH DISTRICT BRA","","","cn","ROOM 1208, BLOCK A, NO.1 CHANGJIANG ROAD, TIANSHAN SCIENCE PARK, NO 530, YUHUA EAST ROAD, HIGH-TECH ZONE, SHIJIAZHUANG CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EmZeJqfoCjJJbVH497FxBS","LegalEntity","T.E. AUSTRALIA","","","au","SUITE 704, 815 PACIFIC HIGHWAY, CHATSWOOD NSW 2067, Australia","","Controlled Affiliate of a Sanctioned Entity - 2024-04-02 - 2026-10-01","","","","WorldBank Debarred Providers","2024-04-03T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-Emoy9sjic5VkmqGbXnbzKF","LegalEntity","ZAKIR HOSSAIN","","","bd","371-KA JOBAIDA MANSION JHAWTALA - 3500, COMILLA -, Bangladesh","","Cross Debarment: ADB - 2013-11-11 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EmtvARHMabwpXvaaNKce8F","LegalEntity","ROYAL THAY BRANCH","","","uz","FERGANA DISTRICT, INDEPENDENCE STREET, 312, FERGANA REGION, Uzbekistan","","Controlled Affiliate of a Sanctioned Individual - 2019-07-08 - 2999-12-31","","","","WorldBank Debarred Providers","2024-04-20T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EpoXN2m8cmH9vscQDVUReP","LegalEntity","RISMA LTD.","","","kg","Kyrgyz Republic, BATKEN OBLAST, INN, KYZL-KIA TOWN, 126 PERVOMAISKAIA STR.","","Procurement Guidelines, 1.14(a)(ii) - 2015-05-27 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-ErcqyYgdi4DEXQzAya62Wd","LegalEntity","MS. DUONG VANNARY","","","kh","BATONG POUNG PEAY, PHNOM PENH THMEI, SEN SOK, PHNOM PENH, Cambodia","","Cross Debarment: ADB - 2025-12-08 - 2029-07-17","","","","WorldBank Debarred Providers","2025-12-09T15:03:01","2026-03-23T15:03:02","2025-12-09T15:03:01"
"NK-ErdxqUi3mcyDkaHTMjKLVM","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED TIANSHAN BRANCH","","","cn","NO 22, ANTAI HOME, EAST HONGXING ROAD, TIANSHAN TOWN, CHIFENG CITY, INNER MONGOLIA AUTONOMOUS REGION, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EvVVvW2xURebwqKkQyN3U9","LegalEntity","HEBEI ZHONGRU SOFTWARE TECHNOLOGY CO., LTD.","","","cn","FLOOR 4, NO 329, WUSI WEST ROAD, BAODING CITY, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-EzicANZQcrGwDiEePms6JV","LegalEntity","MR. ANSHAR M. NOOR","","","id","PPA CONSULTANTS, JL. TEBET TIMUR RAYA 56-57, JAKARTA SELATAN, Indonesia","","Cross Debarment: ADB - 2010-12-03 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-F8K4hmaZFCAHu2MKPo8Cz3","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED BEIJING AIRPORT BRANCH","","","cn","ROOM 501, 5TH FLOOR, NO 2, ELISHENG COMMERCIAL BUILDING, TIANZHU TOWN, SHUNYI DISTRICT, BEIJING, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FAm8gTvUQQae3sFsTtwdXE","LegalEntity","A PONTUAL – MOTORES E MÁQUINAS LTDA","","","br","RUA FREDERICO PEIXOTO S/N, PINHEIRO, MARANHÃO -, Brazil","","Procurement Guidelines, 1.15(a)(ii) - 2012-11-13 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FFqEdQLecRazZtmrk3E254","LegalEntity","MR. AKUBOH VICTOR UNEOJO","","","ng","PLOT 99A, KUBWA DISTRICT CENTER, PHASE IV, KUBWA, ABUJA, FCT, Nigeria","","Corrupt Practice - 2024-03-12 - 2026-04-11","","","","WorldBank Debarred Providers","2024-03-13T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FHUM3pfRVxkABW589nmcJs","LegalEntity","HUNAN ZHONGGE CONSTRUCTION GROUP CORPORATION LTD.","","","cn","NO. 41 WEST TONGZIPO ROAD, CHANGSHA CITY, HUNAN, 410205, China","","Corrupt, Fraudulent, and Obstructive Practices - 2025-05-16 - 2029-11-15","","","","WorldBank Debarred Providers","2025-05-17T15:03:03","2026-03-23T15:03:02","2025-05-17T15:03:03"
"NK-FLugjGXf6WZuktd5j4YPBq","LegalEntity","INDUSTRIAL INVESTMENT GROUP ALC","","","by","Belarus, MINSK, 35A PONOMARENKO ST., OFFICE 214","","January 2011 Procurement Guidelines, Paragraph 1.16(a)(ii) - 2020-05-06 - 2026-05-05","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FMXD9zRCxxmBWySXZXgTny","LegalEntity","MR. TANG CHI ANH","","","vn","ROOM 101, BLOCK 8A, APARTMENT BUILDING OF WATER RESOURCES UNIVERSITY, LANE 95, CHUA BOC STREET, DONG DA DISTRICT, HANOI, Viet Nam","","Consultant Guidelines, 1.22(a)(ii) - 2014-12-03 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FNDGjaGXfvXhjHKgezWMYf","LegalEntity","WILNER JEAN","","","ht","19, RUE DESRAVINES, ROUTE MARIN, PLAINE DU CUL DE SAC, PORT-AU-PRINCE, Haiti","","Cross Debarment: IDB - 2020-01-21 - 2029-11-11","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FPBB3BvSoALPxN3n59DKny","LegalEntity","LY MONI ROTH","","","kh","NO. 06, NATIONAL ROAD NO. 5 & ST. 1, SANGKET CHARNG CHAMRES II, KHAN RUSSEY KEO, PHNOM PENH, Cambodia","","Cross Debarment:  ADB - 2011-09-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FQFMGGrA3s8cZZpkcmbALm","LegalEntity","XINJIANG COMMUNICATIONS CONSTRUCTION JINQIAO ENGINEERING MANAGEMENT CO., LTD.","","","cn","D11-06, LAIYIN MANOR, NO. 1466 YINGBIN ROAD, XINSHI DISTRICT, URUMQI, XINJIANG, China","","Controlled Affiliate of a Sanctioned Entity - 2024-01-30 - 2026-05-29","","","","WorldBank Debarred Providers","2024-01-31T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FUB7Y3xwhyu4ZSRh2UvhAd","LegalEntity","SERVICIOS DE INGENIERÍA Y CONSTRUCCIONES, S.A. (SICSA","","","ni","MEMORIAL SANDINO, SOMBRERO 3 C/A AL ESTE, MANAGUA, Nicaragua","","Procurement Guidelines, 1.16(a)(ii) - 2018-03-27 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FW6zrZPvWECT25qbEyzo4n","LegalEntity","CONSTRUTORA COESA S.A. - SUCURSAL ANGOLA","","","ao","CONDOMFNIO BELAS BUSINESS PARK, EDIFFCIO MALANGE, SALA 503, TALATONA, LUANDA, Angola","","Cross Debarment: IDB - 2022-03-18 - 2026-07-15","","","","WorldBank Debarred Providers","2025-09-25T15:03:01","2026-03-23T15:03:02","2025-09-25T15:03:01"
"NK-FcLHD97suAiuXjotHZWPKH","LegalEntity","LUKENYA GREENS LIMITED","","","ke","MITSUMI BUSINESS PARK, 5TH FLOOR, SUITE 502, 67 MUTHITHI ROAD, WESTLANDS NAIROBI, P.O. BOX 72149, NAIROBI 00200, Kenya","","Fraudulent Practices - 2022-06-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FcR2uLE9beZ4WNsJ2MMq6p","LegalEntity","EDWIN DITTER ACARAPI COLQUE","","","bo","KM. 42 ANTIGUA CARRETERA COCHABAMABA, URB. EQUIPETROL, SANTA CRUZ DE LA SIERRA, Bolivia","","2004 Procurement Guidelines 1.14(a)(ii) - 2012-01-20 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FdJdWZacBjftruB9M452F2","LegalEntity","MR. KUOY VUOCH","","","kh","PEAL NHEK I VILLAGE, SANGKAT PTEAS PREY, PURSAT CITY, PURSAT PROVINCE, Cambodia","","Procurement Guidelines, 1.14(a)(ii) - 2014-08-19 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-Fg4BgfzfqCqZXMPU75v5EY","LegalEntity","GEO SCIENCES INTERNATIONAL SARL","","","cm","B.P. 6362-QUATIER BATROS, YAOUNDÉ, Cameroon","","Cross Debarment: AfDB - 2020-08-18 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-Fg5jdWryLxDiFaAUm47M6A","LegalEntity","MR. NABOR MIRANDA GAMBINI","","","pe","PASAJE SR. DE LOS MILAGROS NO. 104, INDEPENDENCIA-HUARAZ, ANCASH, Peru","","Procurement Guidelines, 1.14(a)(ii) - 2016-01-28 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FhXCUWDGvbGps9nsSRZ9JU","LegalEntity","SCAN DISTRIBUTION PTE. LTD.","","","sg","","","Procurement Guidelines 1.15(a)(ii) - 2001-04-30 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2023-04-20T12:18:15"
"NK-FkZLwvw9YPrNviMDhcv9UT","LegalEntity","MR. MD. SHAMSUL ALAM","","","bd","LAST KNOWN ADDRESS: #68/A, ROAD #9/A, DHANMONDI R/A, DHAKA-1209, -, Bangladesh","","Consultant Guidelines 1.25(a)(ii) - 2011-07-29 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FpgLrFLdMkBZCuc5GzsvX3","LegalEntity","COMÉRCIO PRODUTOS E EQUIPAMENTOS LTDA","","","br","AVENIDA GUAJAJARAS, NO. 25 – JD. SÃO CRISTOVÃO, SÃO LUIS – MARANHÃO -, Brazil","","Procurement Guidelines, 1.15(a)(ii) - 2012-10-18 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FrDugLbaAKirFWgKiwT9Qa","LegalEntity","VITAL SUPPLIES AND LOGISTICS LTD","","","ug","PLOT 9, NASSER ROAD, FAIR HOUSE, 2ND FLOOR, P.O. BOX 27181, KAMPALA, Uganda","","Procurement Guidelines, 1.14(a)(ii) - 2012-03-20 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FsANGSzP9ZyG7kr5hmeXcB","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED MATERIALS AND EQUIPMENT LEASING BRA","","","cn","NO 859, XIANGYANG SOUTH STREET, JINGXIU DISTRICT, BAODING CITY, NO.151, FUCHANG ROAD, JINGXIU DISTRICT, BAODING CITY, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FsUx4Pt6FuU6kTTchzhTWV","LegalEntity","CONSTRUTORA OAS LLC (QATAR","","","qa","PO BOX 24139, DOHA, Qatar","","Cross Debarment: IDB - 2022-03-18 - 2026-07-15","","","","WorldBank Debarred Providers","2025-09-25T15:03:01","2026-03-23T15:03:02","2025-09-25T15:03:01"
"NK-Ft452nFM8yFKMRMdYnB9zQ","LegalEntity","ODELGA MED GES.M.B.H.","","","at","CARLBERGERGASSE 68, 1230 VIENNA, Austria","","Fraudulent & Corrupt Practices - 2021-06-08 - 2027-06-07","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FtvrigASJzMauvTbZL7bw4","LegalEntity","MR. YUSRI YUSUF","","","id","KEUMANG BANDA ACEH OFFICE, JALAN KAYEE ADANG NO. 11 LAMNYONG (PEURADA UTAMA), DESA LAMGUGUP, KECAMATAN SYIAH KUALA BANDA ACEH 23115, Indonesia","","""Procurement Guidelines, 1.14(a)(ii); 1.14(a)(iv) - 2014-02-11 - 2999-12-31""","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FuDuZCt9rKJ3ZwnTnZ9wQm","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED SUZHOU BRANCH","","","cn","ROOM 415, BUILDING 1, NO 18, QIHONG ROAD, SUZHOU INDUSTRIAL PARK, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FuxZmCsjRoiACUwzCfoD2t","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED YUNNAN BRANCH","","","cn","4 / F, BUILDING 2, XINGCHEN PARK, GUANGJU ROAD, GUANDU DISTRICT, KUNMING, CHINA (YUNNAN) FREE TRADE PILOT ZONE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FvoV8CwimjSz5iH56yeqCF","LegalEntity","TAIHAN NETHERLANDS B.V.","","","nl","STROOMBAAN 4 1181 VX AMSTELVEEN, Netherlands","","Controlled Affiliate of a Sanctioned Entity - 2024-04-02 - 2026-10-01","","","","WorldBank Debarred Providers","2024-04-03T15:03:01","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-FzDaXK2Cs9nqDCaLwU3r34","LegalEntity","HEBEI CONSTRUCTION GROUP CORPORATION LIMITED BAODING XUSHUI DISTRICT BRANCH","","","cn","NO 46, BUILDING 3, SHANGPIN COMMUNITY, EAST SIDE OF SHENGYUAN STREET, XUSHUI DISTRICT, BAODING CITY, HEBEI PROVINCE, China","","Cross Debarment: ADB - 2024-08-22 - 2027-07-22","","","","WorldBank Debarred Providers","2024-08-23T15:03:03","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-G4xqWdq8zG5kM8H2VJrBAr","LegalEntity","MR. TITH VOEURN","","","kh","21B STREET 334, SANGKAT BOEUNG KENG KANG 1, KHAN CHAMKAR MON, PHNOM PENH, Cambodia","","Procurement Guidelines, 1.15(a)(i) - 2012-02-07 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-G5JDjUSsbhedXw7AqqLCPL","LegalEntity","MS CONCEPT PHARMACEUTICALS LTD.","","","in","167 C.S.T. ROAD, KALINA, SANTACRUZ (EAST), MUMBAI - 400098, -, India","","Procurement Guidelines, 1.14(a)(ii) - 2012-05-30 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-G7NvwJFzCjh5zALcCxcif4","LegalEntity","RUTH ELI CUAREZMA FUENTES","","","ni","C/O CORONADO INGENIEROS S.A., HOSPITAL HUMBERTO ALVARADO 1 CUADRA AL ESTE, MASAYA, Nicaragua","","2006 Procurement Guidelines, 1.14(a)(i) & (ii) - 2017-09-22 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-G8X472HUwZCk9fNzg9aq2r","LegalEntity","NETWORKS EUROPE LP","","","gb","SUITE 1, 78 MONTGOMERY STREET, EDINBURGH EH7 5JA, SCOTLAND, United Kingdom","","Fraudulent Practice - 2025-03-06 - 2027-03-05","","","","WorldBank Debarred Providers","2025-03-07T15:03:04","2026-03-23T15:03:02","2025-03-07T15:03:04"
"NK-GDXgq9UZaXiEAZmR6Yt25s","LegalEntity","MR. MOHAN KRISHNAN PODUVAL","","","my","250 TAMAN PULASAN, FASA 6, JALAN ALOR MENGKUDU, ALOR SETAR, KEDAH, MALAYSIA, Malaysia","","Cross Debarment: ADB - 2022-04-20 - 2999-12-31","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
"NK-GFCkrXJHeerhNLT9yW5p6x","LegalEntity","MR. VEVAKANAND DALIP","","","gy","71 SOMERSET COURT, GARDEN OF EDEN, EAST BANK DEMERARA, Guyana;LOT 97 PHASE 2, LETHEM, RUPUNINI, REGION NO. 9, ESSEQUIBO, Guyana","","Cross-Debarment:  IDB - 2018-02-20 - 2030-12-28","","","","WorldBank Debarred Providers","2023-04-20T12:18:15","2026-03-23T15:03:02","2024-11-28T15:03:03"
